epoch,step,train_loss_epoch,train_loss_step
0,47,,0.024907754734158516
0,47,0.03502139821648598,
1,95,,0.026385977864265442
1,95,0.04731138423085213,
2,143,,0.022420376539230347
2,143,0.053758054971694946,
3,191,,0.026639770716428757
3,191,0.039629362523555756,
4,239,,0.01855866238474846
4,239,0.05047882720828056,
5,287,,0.017802514135837555
5,287,0.03765873238444328,
6,335,,0.01876741275191307
6,335,0.04927299916744232,
7,383,,0.022977177053689957
7,383,0.04940652847290039,
8,431,,0.1001221090555191
8,431,0.04427652060985565,
9,479,,0.013814223930239677
9,479,0.036174558103084564,
10,527,,0.016039106994867325
10,527,0.042455580085515976,
11,575,,0.018832048401236534
11,575,0.04181474819779396,
12,623,,0.11979199945926666
12,623,0.03938865289092064,
13,671,,0.015250543132424355
13,671,0.05073142051696777,
14,719,,0.02794080227613449
14,719,0.03788172826170921,
15,767,,0.02721073478460312
15,767,0.05021890997886658,
16,815,,0.030838994309306145
16,815,0.052505310624837875,
17,863,,0.015050062909722328
17,863,0.047529201954603195,
18,911,,0.08188377320766449
18,911,0.043696850538253784,
19,959,,0.028851835057139397
19,959,0.04337910935282707,
20,1007,,0.057139769196510315
20,1007,0.03540513664484024,
21,1055,,0.03144744411110878
21,1055,0.04249696433544159,
22,1103,,0.05264841765165329
22,1103,0.04699956253170967,
23,1151,,0.1252891570329666
23,1151,0.04418380558490753,
24,1199,,0.11973044276237488
24,1199,0.04685962200164795,
25,1247,,0.022122103720903397
25,1247,0.0469479002058506,
26,1295,,0.09978530555963516
26,1295,0.056377265602350235,
27,1343,,0.04901820793747902
27,1343,0.04281353950500488,
28,1391,,0.04035869240760803
28,1391,0.04334012046456337,
29,1439,,0.13435187935829163
29,1439,0.043503016233444214,
30,1487,,0.04272677004337311
30,1487,0.03861287236213684,
31,1535,,0.017618266865611076
31,1535,0.05080452188849449,
32,1583,,0.08221862465143204
32,1583,0.041191812604665756,
33,1631,,0.04634308069944382
33,1631,0.04051161929965019,
34,1679,,0.034534960985183716
34,1679,0.04976391792297363,
35,1727,,0.021412314847111702
35,1727,0.03835896775126457,
36,1775,,0.014373714104294777
36,1775,0.04025371000170708,
37,1823,,0.02797062322497368
37,1823,0.041323594748973846,
38,1871,,0.10477495193481445
38,1871,0.04601588472723961,
39,1919,,0.01999058574438095
39,1919,0.03547738865017891,
40,1967,,0.025305714458227158
40,1967,0.04782108590006828,
41,2015,,0.08402518928050995
41,2015,0.038052432239055634,
42,2063,,0.021343735978007317
42,2063,0.03813222423195839,
43,2111,,0.03158315271139145
43,2111,0.037911634892225266,
44,2159,,0.022994160652160645
44,2159,0.045181483030319214,
45,2207,,0.10469649732112885
45,2207,0.04661897197365761,
46,2255,,0.14292119443416595
46,2255,0.044708073139190674,
47,2303,,0.1049027293920517
47,2303,0.04092176631093025,
48,2351,,0.09967906773090363
48,2351,0.0485285259783268,
49,2399,,0.030257411301136017
49,2399,0.04462902247905731,
50,2447,,0.02469227835536003
50,2447,0.03725369647145271,
51,2495,,0.10253187268972397
51,2495,0.05258931592106819,
52,2543,,0.022698376327753067
52,2543,0.04380245879292488,
53,2591,,0.02519487962126732
53,2591,0.05702711269259453,
54,2639,,0.015270681120455265
54,2639,0.04174448177218437,
55,2687,,0.09269610047340393
55,2687,0.038069579750299454,
56,2735,,0.10111020505428314
56,2735,0.05024700239300728,
57,2783,,0.02715058997273445
57,2783,0.045920033007860184,
58,2831,,0.01331467367708683
58,2831,0.0426514595746994,
59,2879,,0.021462667733430862
59,2879,0.04253065586090088,
60,2927,,0.041033003479242325
60,2927,0.04181642830371857,
61,2975,,0.016181092709302902
61,2975,0.04465637728571892,
62,3023,,0.018882915377616882
62,3023,0.041792258620262146,
63,3071,,0.02007531002163887
63,3071,0.038528282195329666,
64,3119,,0.025381049141287804
64,3119,0.036161381751298904,
65,3167,,0.054626964032649994
65,3167,0.037726838141679764,
66,3215,,0.016156677156686783
66,3215,0.05383320525288582,
67,3263,,0.014455309137701988
67,3263,0.04666417837142944,
68,3311,,0.02780870348215103
68,3311,0.04475046321749687,
69,3359,,0.10334053635597229
69,3359,0.03378601744771004,
70,3407,,0.12099211663007736
70,3407,0.05545893311500549,
71,3455,,0.17407789826393127
71,3455,0.0477500818669796,
72,3503,,0.04573589563369751
72,3503,0.04280196502804756,
73,3551,,0.025450684130191803
73,3551,0.04187244176864624,
74,3599,,0.02377549186348915
74,3599,0.04215298593044281,
75,3647,,0.026856593787670135
75,3647,0.043049219995737076,
76,3695,,0.01318310759961605
76,3695,0.04707987606525421,
77,3743,,0.020219745114445686
77,3743,0.05454321578145027,
78,3791,,0.03461642563343048
78,3791,0.050664421170949936,
79,3839,,0.02684665285050869
79,3839,0.0543614961206913,
80,3887,,0.03337857872247696
80,3887,0.043332163244485855,
81,3935,,0.11032677441835403
81,3935,0.039573390036821365,
82,3983,,0.11721991002559662
82,3983,0.04092349484562874,
83,4031,,0.03214839845895767
83,4031,0.04832150414586067,
84,4079,,0.024539019912481308
84,4079,0.04115234687924385,
85,4127,,0.03969574347138405
