epoch,step,train_loss_epoch,train_loss_step
0,47,,0.03537609055638313
0,47,0.04051503166556358,
1,95,,0.014460489153862
1,95,0.048706669360399246,
2,143,,0.09602335095405579
2,143,0.05804598703980446,
3,191,,0.01639561727643013
3,191,0.046901848167181015,
4,239,,0.03808167204260826
4,239,0.0417972058057785,
5,287,,0.014678418636322021
5,287,0.04007333144545555,
6,335,,0.04902205988764763
6,335,0.04923069477081299,
7,383,,0.016673510894179344
7,383,0.0456552654504776,
8,431,,0.04441971331834793
8,431,0.04840845242142677,
9,479,,0.0728469043970108
9,479,0.05178495869040489,
10,527,,0.11191535741090775
10,527,0.04537804797291756,
11,575,,0.09200972318649292
11,575,0.051439229398965836,
12,623,,0.019761987030506134
12,623,0.039874594658613205,
13,671,,0.024559011682868004
13,671,0.03655867651104927,
14,719,,0.04527806490659714
14,719,0.04185302555561066,
15,767,,0.018192308023571968
15,767,0.04725762829184532,
16,815,,0.03331344574689865
16,815,0.036362700164318085,
17,863,,0.013068865984678268
17,863,0.04713563248515129,
18,911,,0.016662772744894028
18,911,0.0464053638279438,
19,959,,0.025850975885987282
19,959,0.04140924662351608,
20,1007,,0.013613428920507431
20,1007,0.04948944225907326,
21,1055,,0.013444801792502403
21,1055,0.0437610000371933,
22,1103,,0.013464543968439102
22,1103,0.03267856687307358,
23,1151,,0.04912298917770386
23,1151,0.0390457808971405,
24,1199,,0.02551637962460518
24,1199,0.03596371039748192,
25,1247,,0.025027506053447723
25,1247,0.05268029868602753,
26,1295,,0.014878173358738422
26,1295,0.04577355459332466,
27,1343,,0.01434187963604927
27,1343,0.040596459060907364,
28,1391,,0.012598282657563686
28,1391,0.034334082156419754,
29,1439,,0.020992107689380646
29,1439,0.04392446577548981,
30,1487,,0.018175290897488594
30,1487,0.05223531648516655,
31,1535,,0.023731984198093414
31,1535,0.05290147662162781,
32,1583,,0.05822546035051346
32,1583,0.04358809068799019,
33,1631,,0.019025737419724464
33,1631,0.03871738910675049,
34,1679,,0.1034480482339859
34,1679,0.0404684953391552,
35,1727,,0.09223487973213196
35,1727,0.040527742356061935,
36,1775,,0.023172030225396156
36,1775,0.04433650150895119,
37,1823,,0.11333319544792175
37,1823,0.0455460399389267,
38,1871,,0.022900152951478958
38,1871,0.03961114585399628,
39,1919,,0.03557781130075455
39,1919,0.04190555587410927,
40,1967,,0.02649165503680706
40,1967,0.041836485266685486,
41,2015,,0.013437887653708458
41,2015,0.03811069577932358,
42,2063,,0.027019625529646873
42,2063,0.0405658558011055,
43,2111,,0.03512659668922424
43,2111,0.04664093628525734,
44,2159,,0.027819212526082993
44,2159,0.04787011444568634,
45,2207,,0.016029415652155876
45,2207,0.03907705843448639,
46,2255,,0.013245788402855396
46,2255,0.05908174440264702,
47,2303,,0.023895617574453354
47,2303,0.036753345280885696,
48,2351,,0.08505196869373322
48,2351,0.045560210943222046,
49,2399,,0.020518779754638672
49,2399,0.035023920238018036,
50,2447,,0.08524437993764877
50,2447,0.048806872218847275,
51,2495,,0.030823463574051857
51,2495,0.0386192686855793,
52,2543,,0.03230294585227966
52,2543,0.054223403334617615,
53,2591,,0.020780205726623535
53,2591,0.041144318878650665,
54,2639,,0.06542997062206268
54,2639,0.046882349997758865,
55,2687,,0.020036399364471436
55,2687,0.05211666598916054,
56,2735,,0.16970659792423248
56,2735,0.04885182902216911,
57,2783,,0.01923709735274315
57,2783,0.03922761231660843,
58,2831,,0.01747359149158001
58,2831,0.04906876012682915,
59,2879,,0.016887718811631203
59,2879,0.033442962914705276,
60,2927,,0.040042996406555176
60,2927,0.03316875919699669,
61,2975,,0.036041971296072006
61,2975,0.03518299758434296,
62,3023,,0.021773502230644226
62,3023,0.04180854186415672,
63,3071,,0.0774531364440918
63,3071,0.04390822350978851,
64,3119,,0.013712193816900253
64,3119,0.042746808379888535,
65,3167,,0.045744746923446655
65,3167,0.04470425844192505,
66,3215,,0.025462299585342407
66,3215,0.04095219075679779,
67,3263,,0.17651322484016418
67,3263,0.04771335422992706,
68,3311,,0.033959753811359406
68,3311,0.04625135660171509,
69,3359,,0.04176687076687813
69,3359,0.047535523772239685,
70,3407,,0.03898981213569641
70,3407,0.03655817359685898,
71,3455,,0.08305302262306213
71,3455,0.041419874876737595,
72,3503,,0.026197493076324463
72,3503,0.038905803114175797,
73,3551,,0.030615471303462982
73,3551,0.035283397883176804,
74,3599,,0.018405411392450333
74,3599,0.04637245833873749,
75,3647,,0.018696924671530724
75,3647,0.03231571987271309,
76,3695,,0.02358154021203518
76,3695,0.054822176694869995,
77,3743,,0.0458575114607811
77,3743,0.043121371418237686,
78,3791,,0.015373646281659603
78,3791,0.05224350094795227,
79,3839,,0.02922280691564083
79,3839,0.051801424473524094,
80,3887,,0.0522945299744606
80,3887,0.0510367713868618,
81,3935,,0.016264095902442932
81,3935,0.03441086784005165,
82,3983,,0.020385071635246277
82,3983,0.04481761157512665,
83,4031,,0.13368234038352966
83,4031,0.04168464243412018,
84,4079,,0.08855956792831421
84,4079,0.04212966933846474,
85,4127,,0.024992868304252625
85,4127,0.03694094344973564,
86,4175,,0.12306661903858185
86,4175,0.034487057477235794,
87,4223,,0.06314457207918167
87,4223,0.04826973006129265,
88,4271,,0.05893415957689285
88,4271,0.04304131865501404,
89,4319,,0.10418596863746643
89,4319,0.045497383922338486,
90,4367,,0.16721294820308685
90,4367,0.03862081095576286,
91,4415,,0.05339144915342331
91,4415,0.04149686172604561,
92,4463,,0.022556385025382042
92,4463,0.03692388907074928,
93,4511,,0.15312373638153076
93,4511,0.047966551035642624,
94,4559,,0.11331568658351898
94,4559,0.039094287902116776,
95,4607,,0.09793319553136826
95,4607,0.03503328934311867,
96,4655,,0.015007040463387966
96,4655,0.04398451745510101,
97,4703,,0.013180399313569069
97,4703,0.03854046389460564,
98,4751,,0.11346908658742905
98,4751,0.04978455975651741,
99,4799,,0.09304118901491165
99,4799,0.03882647678256035,
100,4847,,0.03273388743400574
100,4847,0.047725532203912735,
101,4895,,0.031250499188899994
101,4895,0.04622896388173103,
102,4943,,0.09311096370220184
102,4943,0.05303705856204033,
103,4991,,0.03342747315764427
103,4991,0.036463718861341476,
104,5039,,0.023370958864688873
104,5039,0.047475848346948624,
105,5087,,0.03268425911664963
105,5087,0.04526902362704277,
106,5135,,0.015744062140583992
106,5135,0.03164217621088028,
107,5183,,0.06818687170743942
107,5183,0.03697885200381279,
108,5231,,0.04020097851753235
108,5231,0.04125174507498741,
109,5279,,0.022503454238176346
109,5279,0.05389639362692833,
110,5327,,0.10638480633497238
110,5327,0.05132463574409485,
111,5375,,0.08198520541191101
111,5375,0.0455985926091671,
112,5423,,0.0158679336309433
112,5423,0.03712250292301178,
113,5471,,0.01602916233241558
113,5471,0.04920361563563347,
114,5519,,0.09319962561130524
114,5519,0.04629567638039589,
115,5567,,0.041182566434144974
115,5567,0.038069579750299454,
116,5615,,0.014850270003080368
116,5615,0.044951725751161575,
117,5663,,0.01940944418311119
117,5663,0.04356350377202034,
118,5711,,0.018570300191640854
118,5711,0.03879423066973686,
119,5759,,0.022732172161340714
119,5759,0.03520835191011429,
120,5807,,0.016691958531737328
120,5807,0.0388055294752121,
121,5855,,0.01480777282267809
121,5855,0.04730622097849846,
122,5903,,0.02524000033736229
122,5903,0.037269774824380875,
123,5951,,0.1113378256559372
123,5951,0.03832118958234787,
124,5999,,0.016453277319669724
124,5999,0.040971312671899796,
125,6047,,0.015190563164651394
125,6047,0.0426546186208725,
126,6095,,0.020010991021990776
126,6095,0.030924970284104347,
127,6143,,0.04402001202106476
127,6143,0.037255529314279556,
128,6191,,0.01430472917854786
128,6191,0.03643430769443512,
129,6239,,0.018301311880350113
129,6239,0.03568168357014656,
130,6287,,0.113298200070858
130,6287,0.0393681675195694,
131,6335,,0.11910439282655716
131,6335,0.04393326863646507,
132,6383,,0.025789789855480194
132,6383,0.031452376395463943,
133,6431,,0.07354989647865295
133,6431,0.03645237162709236,
134,6479,,0.0241846963763237
134,6479,0.04248347505927086,
135,6527,,0.03708389028906822
135,6527,0.04124385491013527,
136,6575,,0.02273961342871189
136,6575,0.041342418640851974,
137,6623,,0.019970543682575226
137,6623,0.03981839120388031,
138,6671,,0.012339368462562561
138,6671,0.0449582040309906,
139,6719,,0.015962010249495506
139,6719,0.03881348669528961,
140,6767,,0.020543113350868225
140,6767,0.0434093177318573,
141,6815,,0.01776409149169922
141,6815,0.036389004439115524,
142,6863,,0.01792018674314022
142,6863,0.042404428124427795,
143,6911,,0.012977328151464462
143,6911,0.03828666731715202,
144,6959,,0.09253042191267014
144,6959,0.03172658011317253,
145,7007,,0.024082675576210022
145,7007,0.036861859261989594,
146,7055,,0.016130410134792328
146,7055,0.04514862224459648,
