epoch,step,train_loss_epoch,train_loss_step
0,47,,0.028416965156793594
0,47,0.04094281420111656,
1,95,,0.13815908133983612
1,95,0.04748670384287834,
2,143,,0.03140982240438461
2,143,0.05482214316725731,
3,191,,0.02240506000816822
3,191,0.051439594477415085,
4,239,,0.032800327986478806
4,239,0.04262794181704521,
5,287,,0.024831464514136314
5,287,0.03570151701569557,
6,335,,0.03737672418355942
6,335,0.04849405586719513,
7,383,,0.13621819019317627
7,383,0.05114440247416496,
8,431,,0.019812118262052536
8,431,0.044716253876686096,
9,479,,0.01742902398109436
9,479,0.04461267590522766,
10,527,,0.02199464850127697
10,527,0.05030824616551399,
11,575,,0.018558979034423828
11,575,0.03532767668366432,
12,623,,0.08543924987316132
12,623,0.04460136964917183,
13,671,,0.011893762275576591
13,671,0.03611660376191139,
14,719,,0.09498618543148041
14,719,0.04284181818366051,
15,767,,0.038718339055776596
15,767,0.04851071164011955,
16,815,,0.09411968290805817
16,815,0.04473083093762398,
17,863,,0.023853015154600143
17,863,0.047033872455358505,
18,911,,0.019426751881837845
18,911,0.043571870774030685,
19,959,,0.02037797123193741
19,959,0.05001155659556389,
20,1007,,0.019759291782975197
20,1007,0.04325016215443611,
21,1055,,0.01959393359720707
21,1055,0.03701523318886757,
22,1103,,0.014227066189050674
22,1103,0.04360754415392876,
23,1151,,0.02423509955406189
23,1151,0.03737567737698555,
24,1199,,0.0292389914393425
24,1199,0.03519357368350029,
25,1247,,0.05407226085662842
25,1247,0.03398512676358223,
26,1295,,0.020623747259378433
26,1295,0.03835169970989227,
27,1343,,0.023785579949617386
27,1343,0.05295950546860695,
28,1391,,0.021344881504774094
28,1391,0.041200969368219376,
29,1439,,0.01945332996547222
29,1439,0.045729368925094604,
30,1487,,0.03463958948850632
30,1487,0.039736244827508926,
31,1535,,0.10028824955224991
31,1535,0.04564854875206947,
32,1583,,0.026262223720550537
32,1583,0.05936433747410774,
33,1631,,0.019872961565852165
33,1631,0.040780652314424515,
34,1679,,0.03810416907072067
34,1679,0.048739027231931686,
35,1727,,0.020751934498548508
35,1727,0.04322826489806175,
36,1775,,0.018560171127319336
36,1775,0.06122926250100136,
37,1823,,0.0629863366484642
37,1823,0.03867122158408165,
38,1871,,0.09401340782642365
38,1871,0.04929815232753754,
39,1919,,0.01727415807545185
39,1919,0.040102019906044006,
40,1967,,0.10611226409673691
40,1967,0.04477511718869209,
41,2015,,0.12258280813694
41,2015,0.0375940315425396,
42,2063,,0.01838206686079502
42,2063,0.04300173744559288,
43,2111,,0.022897519171237946
43,2111,0.04531953111290932,
44,2159,,0.027282368391752243
44,2159,0.03772025555372238,
45,2207,,0.09808419644832611
45,2207,0.05298649147152901,
46,2255,,0.043589603155851364
46,2255,0.05131097510457039,
47,2303,,0.040528059005737305
47,2303,0.047112539410591125,
48,2351,,0.07516692578792572
48,2351,0.03882576897740364,
49,2399,,0.014544165693223476
49,2399,0.03755742684006691,
50,2447,,0.013894637115299702
50,2447,0.04062940552830696,
51,2495,,0.018687967211008072
51,2495,0.049424897879362106,
52,2543,,0.03526866436004639
52,2543,0.054187506437301636,
53,2591,,0.02365470677614212
53,2591,0.051073264330625534,
54,2639,,0.10720566660165787
54,2639,0.05027325823903084,
55,2687,,0.015188068151473999
55,2687,0.04297817125916481,
56,2735,,0.017588358372449875
56,2735,0.040873173624277115,
57,2783,,0.036035772413015366
57,2783,0.04119803011417389,
58,2831,,0.02806883305311203
58,2831,0.04693688079714775,
59,2879,,0.07209749519824982
59,2879,0.04469415917992592,
60,2927,,0.10058478266000748
60,2927,0.036231737583875656,
61,2975,,0.02436552755534649
61,2975,0.0372377447783947,
62,3023,,0.01273813284933567
62,3023,0.043344926089048386,
63,3071,,0.02664182335138321
63,3071,0.04452511668205261,
64,3119,,0.0212037842720747
64,3119,0.03575101122260094,
65,3167,,0.015887819230556488
65,3167,0.050806935876607895,
66,3215,,0.017811067402362823
66,3215,0.054952193051576614,
67,3263,,0.03198365494608879
67,3263,0.049903083592653275,
68,3311,,0.036502473056316376
68,3311,0.045717548578977585,
69,3359,,0.04498492181301117
69,3359,0.05241239070892334,
70,3407,,0.03666471689939499
70,3407,0.04727272689342499,
71,3455,,0.02529391646385193
71,3455,0.034891024231910706,
72,3503,,0.03608332574367523
72,3503,0.04077133536338806,
73,3551,,0.023691896349191666
73,3551,0.03954833373427391,
74,3599,,0.024855241179466248
74,3599,0.046942636370658875,
75,3647,,0.015938110649585724
75,3647,0.038306884467601776,
76,3695,,0.014360103756189346
76,3695,0.044090162962675095,
77,3743,,0.013822685927152634
77,3743,0.03833850473165512,
78,3791,,0.02689245343208313
78,3791,0.04952524974942207,
79,3839,,0.018185647204518318
79,3839,0.04559013247489929,
80,3887,,0.012690095230937004
80,3887,0.05231526494026184,
81,3935,,0.017054978758096695
81,3935,0.05248434469103813,
82,3983,,0.08208798617124557
82,3983,0.037639111280441284,
83,4031,,0.019265491515398026
83,4031,0.04765549674630165,
84,4079,,0.024431191384792328
84,4079,0.045343752950429916,
85,4127,,0.027548355981707573
85,4127,0.046545352786779404,
86,4175,,0.10420314967632294
86,4175,0.036474283784627914,
87,4223,,0.02274184674024582
87,4223,0.03988807648420334,
88,4271,,0.021305229514837265
88,4271,0.047496113926172256,
89,4319,,0.024625057354569435
89,4319,0.0388733446598053,
90,4367,,0.02271200716495514
90,4367,0.039059460163116455,
91,4415,,0.04934801161289215
91,4415,0.048944782465696335,
92,4463,,0.034837912768125534
92,4463,0.04278655722737312,
93,4511,,0.042254738509655
93,4511,0.039910007268190384,
94,4559,,0.013340411707758904
94,4559,0.038229282945394516,
95,4607,,0.03548751771450043
95,4607,0.04152251407504082,
96,4655,,0.033178020268678665
96,4655,0.04342092201113701,
97,4703,,0.03185547888278961
97,4703,0.04779710993170738,
98,4751,,0.011685878038406372
98,4751,0.03440538048744202,
99,4799,,0.019785404205322266
99,4799,0.03824323043227196,
100,4847,,0.17044509947299957
100,4847,0.04490336775779724,
101,4895,,0.01259506307542324
101,4895,0.034413959830999374,
102,4943,,0.026603825390338898
102,4943,0.04037747532129288,
103,4991,,0.10176286101341248
103,4991,0.03717266395688057,
104,5039,,0.02592184953391552
104,5039,0.05451243743300438,
105,5087,,0.02178436517715454
105,5087,0.03470686450600624,
106,5135,,0.018084362149238586
106,5135,0.035670362412929535,
107,5183,,0.11123348772525787
107,5183,0.043434854596853256,
108,5231,,0.013742182403802872
108,5231,0.04838361218571663,
109,5279,,0.02298666164278984
109,5279,0.04814593493938446,
110,5327,,0.014431418851017952
110,5327,0.05423547700047493,
111,5375,,0.11225055158138275
111,5375,0.0398261584341526,
112,5423,,0.11428751051425934
112,5423,0.03825494274497032,
113,5471,,0.01442841999232769
113,5471,0.0434001125395298,
114,5519,,0.12293814867734909
114,5519,0.04890767112374306,
115,5567,,0.022096823900938034
115,5567,0.037499405443668365,
116,5615,,0.06021304801106453
116,5615,0.04314817860722542,
117,5663,,0.018530795350670815
117,5663,0.0405067503452301,
118,5711,,0.025005832314491272
118,5711,0.04151957854628563,
119,5759,,0.056039296090602875
119,5759,0.0435546450316906,
120,5807,,0.022732555866241455
120,5807,0.04291391000151634,
121,5855,,0.022552568465471268
121,5855,0.04328124225139618,
122,5903,,0.028709260746836662
122,5903,0.03733649104833603,
123,5951,,0.10115139931440353
123,5951,0.038816582411527634,
124,5999,,0.020556673407554626
124,5999,0.03624046966433525,
125,6047,,0.0462849959731102
125,6047,0.04497979208827019,
