epoch,step,train_loss_epoch,train_loss_step
0,47,,0.03769002854824066
0,47,0.04432552680373192,
1,95,,0.02166835404932499
1,95,0.04865076765418053,
2,143,,0.11377233266830444
2,143,0.04817511513829231,
3,191,,0.02706894278526306
3,191,0.03898431360721588,
4,239,,0.03636624664068222
4,239,0.04554891958832741,
5,287,,0.056939441710710526
5,287,0.051313117146492004,
6,335,,0.019693512469530106
6,335,0.042684730142354965,
7,383,,0.02016667276620865
7,383,0.04684104025363922,
8,431,,0.015731267631053925
8,431,0.05406207963824272,
9,479,,0.03340395912528038
9,479,0.047482430934906006,
10,527,,0.10746811330318451
10,527,0.05127212777733803,
11,575,,0.02460312470793724
11,575,0.0519837886095047,
12,623,,0.10609425604343414
12,623,0.05007907748222351,
13,671,,0.02325456403195858
13,671,0.04451534152030945,
14,719,,0.17325744032859802
14,719,0.04725971817970276,
15,767,,0.01616249978542328
15,767,0.06250274181365967,
16,815,,0.14296166598796844
16,815,0.061826229095458984,
17,863,,0.026390613988041878
17,863,0.04286719486117363,
18,911,,0.030733853578567505
18,911,0.047086820006370544,
19,959,,0.02450500801205635
19,959,0.054449159651994705,
20,1007,,0.03491286560893059
20,1007,0.03381533920764923,
21,1055,,0.01918577402830124
21,1055,0.04412846639752388,
22,1103,,0.021182464435696602
22,1103,0.044229473918676376,
23,1151,,0.014868183061480522
23,1151,0.04572509601712227,
24,1199,,0.02726290374994278
24,1199,0.048048436641693115,
25,1247,,0.13549068570137024
25,1247,0.042826518416404724,
26,1295,,0.09485122561454773
26,1295,0.04318799078464508,
27,1343,,0.022305313497781754
27,1343,0.04178148880600929,
28,1391,,0.10626357793807983
28,1391,0.04070033133029938,
29,1439,,0.08103664219379425
29,1439,0.054222967475652695,
30,1487,,0.051856908947229385
30,1487,0.041307661682367325,
31,1535,,0.017458992078900337
31,1535,0.049102719873189926,
32,1583,,0.14779625833034515
32,1583,0.046631623059511185,
33,1631,,0.10306661576032639
33,1631,0.056114405393600464,
34,1679,,0.07495582103729248
34,1679,0.053871285170316696,
35,1727,,0.01492809783667326
35,1727,0.04459083080291748,
36,1775,,0.018287349492311478
36,1775,0.032186638563871384,
37,1823,,0.013838917016983032
37,1823,0.050287097692489624,
38,1871,,0.020679153501987457
38,1871,0.038481660187244415,
39,1919,,0.07228696346282959
39,1919,0.03847837075591087,
40,1967,,0.12285882234573364
40,1967,0.04908473789691925,
41,2015,,0.03415606543421745
41,2015,0.04552320018410683,
42,2063,,0.09343530237674713
42,2063,0.044999707490205765,
43,2111,,0.022778956219553947
43,2111,0.04350927472114563,
44,2159,,0.12294119596481323
44,2159,0.05279454216361046,
45,2207,,0.12757879495620728
45,2207,0.05400385335087776,
46,2255,,0.022044364362955093
46,2255,0.04037424549460411,
47,2303,,0.02258647233247757
47,2303,0.03259357437491417,
48,2351,,0.012738914228975773
48,2351,0.039729680866003036,
49,2399,,0.02579246647655964
49,2399,0.05184856057167053,
50,2447,,0.11994319409132004
50,2447,0.038648903369903564,
51,2495,,0.08589029312133789
51,2495,0.04639100655913353,
52,2543,,0.029814820736646652
52,2543,0.04334140941500664,
53,2591,,0.1323641985654831
53,2591,0.04478712007403374,
54,2639,,0.01529841311275959
54,2639,0.04133309796452522,
55,2687,,0.03414112702012062
55,2687,0.04260048270225525,
56,2735,,0.10314398258924484
56,2735,0.04907500371336937,
57,2783,,0.01398487202823162
57,2783,0.039553411304950714,
58,2831,,0.014624273404479027
58,2831,0.04524776712059975,
59,2879,,0.023536063730716705
59,2879,0.037008918821811676,
60,2927,,0.015413429588079453
60,2927,0.04317264258861542,
61,2975,,0.0164361409842968
61,2975,0.046865880489349365,
62,3023,,0.20076513290405273
62,3023,0.03665774688124657,
63,3071,,0.017133764922618866
63,3071,0.034595079720020294,
64,3119,,0.08215069770812988
64,3119,0.04456498846411705,
65,3167,,0.012564744800329208
65,3167,0.04485846683382988,
66,3215,,0.019106296822428703
66,3215,0.04778645560145378,
67,3263,,0.10793111473321915
67,3263,0.04352773353457451,
68,3311,,0.12046786397695541
68,3311,0.039427801966667175,
69,3359,,0.10778413712978363
69,3359,0.041236501187086105,
70,3407,,0.06742050498723984
70,3407,0.0511261485517025,
71,3455,,0.017773469910025597
71,3455,0.03434828668832779,
72,3503,,0.014354271814227104
72,3503,0.04778420552611351,
73,3551,,0.0630195215344429
73,3551,0.04266298934817314,
74,3599,,0.0919170156121254
74,3599,0.050085265189409256,
75,3647,,0.01993091218173504
75,3647,0.038979899138212204,
76,3695,,0.013964992016553879
76,3695,0.0334366150200367,
77,3743,,0.02437422052025795
77,3743,0.04105451703071594,
78,3791,,0.02308415248990059
78,3791,0.04870188608765602,
79,3839,,0.024216044694185257
79,3839,0.037306975573301315,
80,3887,,0.014654438011348248
80,3887,0.04300205036997795,
81,3935,,0.0347817987203598
81,3935,0.04290642961859703,
82,3983,,0.1261512041091919
82,3983,0.05561721324920654,
83,4031,,0.022786857560276985
83,4031,0.05244904384016991,
84,4079,,0.04369277507066727
84,4079,0.04654925689101219,
85,4127,,0.021804962307214737
85,4127,0.04506205394864082,
86,4175,,0.09018166363239288
86,4175,0.04786934331059456,
87,4223,,0.02317018061876297
87,4223,0.04779888689517975,
88,4271,,0.019665077328681946
88,4271,0.03858678415417671,
89,4319,,0.017053334042429924
89,4319,0.03562351316213608,
90,4367,,0.03007533773779869
