epoch,step,train_loss_epoch,train_loss_step
0,47,,0.030099762603640556
0,47,0.05244123935699463,
1,95,,0.025060996413230896
1,95,0.04333184286952019,
2,143,,0.030564021319150925
2,143,0.03995736315846443,
3,191,,0.022373829036951065
3,191,0.05570836365222931,
4,239,,0.016775641590356827
4,239,0.05256436765193939,
5,287,,0.14082424342632294
5,287,0.042282525449991226,
6,335,,0.01602497324347496
6,335,0.04499169811606407,
7,383,,0.023942138999700546
7,383,0.05611858144402504,
8,431,,0.013229896314442158
8,431,0.04291965067386627,
9,479,,0.057046785950660706
9,479,0.03890887647867203,
10,527,,0.0228431299328804
10,527,0.04194836691021919,
11,575,,0.11969471722841263
11,575,0.053232591599226,
12,623,,0.013859598897397518
12,623,0.04509003087878227,
13,671,,0.0175334382802248
13,671,0.0481686145067215,
14,719,,0.0283284280449152
14,719,0.05696392431855202,
15,767,,0.06734009087085724
15,767,0.04392845556139946,
16,815,,0.013027963228523731
16,815,0.04149149730801582,
17,863,,0.11555466055870056
17,863,0.042854901403188705,
18,911,,0.019158996641635895
18,911,0.03973429650068283,
19,959,,0.026373261585831642
19,959,0.045911625027656555,
20,1007,,0.025407828390598297
20,1007,0.05260943993926048,
21,1055,,0.02246568351984024
21,1055,0.05035914480686188,
22,1103,,0.015408306382596493
22,1103,0.04068712517619133,
23,1151,,0.017974432557821274
23,1151,0.0390680693089962,
24,1199,,0.016070254147052765
24,1199,0.04062601178884506,
25,1247,,0.025699514895677567
25,1247,0.042754337191581726,
26,1295,,0.012240317650139332
26,1295,0.03820575401186943,
27,1343,,0.033068638294935226
27,1343,0.03247753158211708,
28,1391,,0.0804283618927002
28,1391,0.044246818870306015,
29,1439,,0.10786952823400497
29,1439,0.04064590111374855,
30,1487,,0.025851858779788017
30,1487,0.037836626172065735,
31,1535,,0.019719550386071205
31,1535,0.047962505370378494,
32,1583,,0.02687171846628189
32,1583,0.04551634192466736,
33,1631,,0.15565451979637146
33,1631,0.0481962226331234,
34,1679,,0.15620866417884827
34,1679,0.043813884258270264,
35,1727,,0.024029016494750977
35,1727,0.03897460177540779,
36,1775,,0.08146491646766663
36,1775,0.041122835129499435,
37,1823,,0.18081653118133545
37,1823,0.046613723039627075,
38,1871,,0.11913856118917465
38,1871,0.044276148080825806,
39,1919,,0.021171050146222115
39,1919,0.036570798605680466,
40,1967,,0.014062423259019852
40,1967,0.04026491567492485,
41,2015,,0.01921750232577324
41,2015,0.04841405525803566,
42,2063,,0.028212880715727806
42,2063,0.03870683163404465,
43,2111,,0.03179309889674187
43,2111,0.03510165214538574,
44,2159,,0.02259230986237526
44,2159,0.03583269566297531,
45,2207,,0.015234625898301601
45,2207,0.03199087083339691,
46,2255,,0.128556028008461
46,2255,0.04431821033358574,
47,2303,,0.02650441974401474
47,2303,0.043205101042985916,
48,2351,,0.02681754156947136
48,2351,0.047497451305389404,
49,2399,,0.032311879098415375
49,2399,0.052331194281578064,
50,2447,,0.027812011539936066
50,2447,0.04859737679362297,
51,2495,,0.02803267538547516
51,2495,0.05568468198180199,
